date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:22	1206/1206	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202023%2018:06:38%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/images/sort_both_white.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/images/sort_both_white.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:22	1218/1218	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202023%2018:08:12%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/images/sort_asc_white.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/images/sort_asc_white.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:23	1232/1232	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202023%2018:08:58%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/images/sort_desc_white.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/images/sort_desc_white.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:23	1227/1227	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:20:20%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/images/sort_both_black.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/images/sort_both_black.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:23	1244/1244	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:21:38%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/images/sort_asc_black.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/images/sort_asc_black.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:23	1243/1243	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:22:06%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/images/sort_desc_black.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/images/sort_desc_black.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:24	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2012:21:23%20GMT	https://html.digiboard.codebasket.xyz/images/circle-3.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/images/circle-3.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:24	1139/1139	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2021:05:02%20GMT	https://html.digiboard.codebasket.xyz/assets/images/check-mark-black.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/check-mark-black.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:24	1245/1245	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202023%2015:31:58%20GMT	https://html.digiboard.codebasket.xyz/assets/images/circle-3.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/circle-3.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:26	112103/112103	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Sep%202023%2016:04:26%20GMT	https://html.digiboard.codebasket.xyz/assets/images/auth-bg.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/auth-bg.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:26	390145/390145	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Dec%202022%2017:24:32%20GMT	https://html.digiboard.codebasket.xyz/assets/images/bg.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/bg.jpg	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:31	320946/320946	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Aug%202023%2022:29:10%20GMT	https://html.digiboard.codebasket.xyz/assets/images/login.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/login.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:33	233448/233448	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Sep%202023%2019:38:58%20GMT	https://html.digiboard.codebasket.xyz/assets/images/verify-email-bg.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/verify-email-bg.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:33	908413/908413	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Sep%202023%2017:53:36%20GMT	https://html.digiboard.codebasket.xyz/assets/images/welcome-bg.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/welcome-bg.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:34	90792/90792	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2022:13:48%20GMT	https://html.digiboard.codebasket.xyz/assets/images/vector.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/vector.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:34	224580/224580	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Sep%202023%2022:13:40%20GMT	https://html.digiboard.codebasket.xyz/assets/images/two-factor-bg.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/two-factor-bg.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:35	138777/138777	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2017:50:52%20GMT	https://html.digiboard.codebasket.xyz/assets/images/chat-bg.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/chat-bg.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:36	487262/487262	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2015:32:08%20GMT	https://html.digiboard.codebasket.xyz/assets/images/coming-soon-bg-2.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/coming-soon-bg-2.jpg	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:37	104741/104741	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Aug%202023%2016:28:06%20GMT	https://html.digiboard.codebasket.xyz/assets/images/under-construction-bg.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/under-construction-bg.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:37	1000005/1000005	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Aug%202023%2015:01:56%20GMT	https://html.digiboard.codebasket.xyz/assets/images/coming-soon-bg.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/coming-soon-bg.jpg	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:39	773351/773351	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Mar%202023%2017:41:14%20GMT	https://html.digiboard.codebasket.xyz/assets/images/bg-dark.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/bg-dark.jpg	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:39	588149/588149	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Mar%202023%2021:04:48%20GMT	https://html.digiboard.codebasket.xyz/assets/images/bg-white.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/bg-white.jpg	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:40	33248/33248	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Mar%202023%2016:45:34%20GMT	https://html.digiboard.codebasket.xyz/assets/images/auth-bg-light.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/auth-bg-light.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:40	94222/94222	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Sep%202023%2017:16:12%20GMT	https://html.digiboard.codebasket.xyz/assets/images/two-factor-bg-light.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/two-factor-bg-light.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:40	299724/299724	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Sep%202023%2018:07:16%20GMT	https://html.digiboard.codebasket.xyz/assets/images/welcome-bg-light.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/welcome-bg-light.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:41	66332/66332	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202023%2022:07:34%20GMT	https://html.digiboard.codebasket.xyz/assets/images/chat-bg-black.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/chat-bg-black.png	(from https://html.digiboard.codebasket.xyz/assets/css/style.css)
19:21:41	14440/14440	---M-Z	200	added ('OK')	text/css	date:Tue,%2027%20Dec%202022%2017:44:14%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/css/jquery.dataTables.min.css	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/css/jquery.dataTables.min.css	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:41	7659/7659	---M-Z	200	added ('OK')	text/css	date:Fri,%2031%20Jul%202020%2009:57:10%20GMT	https://html.digiboard.codebasket.xyz/assets/vendor/css/daterangepicker.css	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/vendor/css/daterangepicker.css	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:41	1072/1072	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Dec%202022%2018:07:56%20GMT	https://html.digiboard.codebasket.xyz/assets/images/logo-small.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/logo-small.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:42	7248/7248	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2016:45:42%20GMT	https://html.digiboard.codebasket.xyz/assets/images/avatar.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/avatar.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:42	4676/4676	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2017:29:20%20GMT	https://html.digiboard.codebasket.xyz/assets/images/avatar-2.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/avatar-2.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:42	6948/6948	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2017:30:20%20GMT	https://html.digiboard.codebasket.xyz/assets/images/avatar-3.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/avatar-3.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:42	6305/6305	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2017:32:32%20GMT	https://html.digiboard.codebasket.xyz/assets/images/avatar-4.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/avatar-4.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:43	7415/7415	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2017:33:08%20GMT	https://html.digiboard.codebasket.xyz/assets/images/avatar-5.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/avatar-5.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:43	7248/7248	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202022%2017:33:46%20GMT	https://html.digiboard.codebasket.xyz/assets/images/avatar-6.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/avatar-6.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:44	35021/35021	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2021:04:30%20GMT	https://html.digiboard.codebasket.xyz/assets/images/admin.png	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/admin.png	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:44	69892/69892	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/view-profile.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/view-profile.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:44	96301/96301	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/chat.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/chat.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:44	136587/136587	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/task.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/task.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:44	83619/83619	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/edit-profile.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/edit-profile.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:45	11671/11671	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:14:52%20GMT	https://html.digiboard.codebasket.xyz/assets/images/nav-bg-1.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/nav-bg-1.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:45	26063/26063	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:14:12%20GMT	https://html.digiboard.codebasket.xyz/assets/images/nav-bg-2.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/nav-bg-2.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:46	49386/49386	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:16:50%20GMT	https://html.digiboard.codebasket.xyz/assets/images/nav-bg-3.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/nav-bg-3.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:46	54576/54576	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:15:24%20GMT	https://html.digiboard.codebasket.xyz/assets/images/nav-bg-4.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/nav-bg-4.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:46	52239/52239	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:24:38%20GMT	https://html.digiboard.codebasket.xyz/assets/images/main-bg-1.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/main-bg-1.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:47	148125/148125	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:17:26%20GMT	https://html.digiboard.codebasket.xyz/assets/images/main-bg-2.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/main-bg-2.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:48	252184/252184	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:18:30%20GMT	https://html.digiboard.codebasket.xyz/assets/images/main-bg-3.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/main-bg-3.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:48	243267/243267	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2019:18:06%20GMT	https://html.digiboard.codebasket.xyz/assets/images/main-bg-4.jpg	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/assets/images/main-bg-4.jpg	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:49	113570/113570	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/crm-dashboard.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/crm-dashboard.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:49	83153/83153	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/hrm-dashboard.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/hrm-dashboard.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:49	101541/101541	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/audience.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/audience.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:49	80418/80418	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/company.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/company.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:50	89669/89669	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/leads.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/leads.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:50	137778/137778	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/customer.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/customer.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:50	87926/87926	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:46%20GMT	https://html.digiboard.codebasket.xyz/add-employee.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/add-employee.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:51	105814/105814	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/all-employee.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/all-employee.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:51	106385/106385	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/attendance.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/attendance.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:51	89200/89200	---M-Z	200	added ('OK')	text/html	date:Thu,%2014%20Sep%202023%2020:53:26%20GMT	https://html.digiboard.codebasket.xyz/all-customer.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/all-customer.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:51	107527/107527	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/add-product.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/add-product.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:52	107501/107501	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/all-product.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/all-product.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:52	82690/82690	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/category.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/category.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:52	91871/91871	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/order.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/order.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:53	65964/65964	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/calendar.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/calendar.html	(from https://html.digiboard.codebasket.xyz/index.html)
19:21:53	469723/469723	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2022:22:48%20GMT	https://html.digiboard.codebasket.xyz/email.html	C:/My%20Web%20Sites/loginfake/html.digiboard.codebasket.xyz/email.html	(from https://html.digiboard.codebasket.xyz/index.html)
